text,label,company
"[네이버] 아이러브베베 시그니앙 오블루 물티슈, 촉촉함과 두께감으로 만족한 사용기 본 포스팅은 네이버 브랜드 커넥트를 통해 수수료를 제공받아 작성되었습니다. 아기용품을 고를 때는 피부 자극 없는 제품이 가장 중요한 고민이죠 특히 물티슈는 매일 꼭 필요한 생필품이라 신중하게 선택하게 됩니다 아이러브베베 시그니앙 오블루 물티슈는 그런 걱정을 덜어줍니다 두툼한 엠보싱과 적당한 촉촉함으로..",relevant,네이버
"[네이버] ""싼 매물 올리지 마""…집값 들썩이자 수도권 아파트 담합 기승 시세보다 저렴하게 나온 10억원대 아파트 매물을 등록했다가 네이버 부동산으로부터 허위 매물 신고가.. 해도 네이버 부동산에 허위 매물로 신고를 했다""며 ""가격이 싼 곳만 골라 괴롭히는 것""이라고 말했다. 아울러 다산..",irrelevant,네이버
"[네이버] ㅇㅇㄱ) 근데 네이버는 api 안고침? 저거 있는동안은 카페로 아이디정도는 추적가능하다여서
잘못하면 신상도 나와서 좀 그런데
안고치니 네이버야?",relevant,네이버
[네이버] TV부터 치지직까지…월드컵 개막에 보편적시청권 시험대 올해 초 밀라노·코르티나 동계올림픽 당시 JTBC 단독 중계로 불거졌던 시청권 논란은 KBS가 월드컵 중계에 참여하면서 상당 부분 해소됐습니다. 그러나 온라인·모바일 시청이 보편화된 상황에서 NAVER(035420)(네이버)가...,relevant,네이버
"[네이버] 내보험찾아줌 완벽 가이드— 숨은보험금 11조 2천억, 지금 바로 내 돈 찾는 법 인프라이므로 <b>개인</b><b>정보</b> <b>유출</b>을 걱정하며 망설일 필요가 없습니다. 📌 공식 출처: 내보험찾아줌 공식 홈페이지 (cont.insure.or.kr) — 생명보험협회·손해보험협회 공동 운영 숨은보험금 규모 — 2025년 현재 11조...",relevant,네이버
"[네이버] 〈팩트 체크&gt;인터넷 계엄령은 과장, 입틀막 우려는 현실이다! 네이버, 카카오, 구글, 메타, 엑스 등 국내외 주요 플랫폼과 대형 커뮤니티가 적용... 이 사례들이 모두 제도 자체의 결함으로 확정된 것은 아니다. 그러나 이용자들이...",irrelevant,네이버
[네이버] 갤럭시 폴드8의 전면 비율에 대해 제대로 한 번 알아보쟈 출시 <b>루머</b>가 돌기 시작한다...,relevant,네이버
"[네이버] '사이버 렉카' 잡겠다는 7.7법…'묻지마 소송전'에 갇힐지도 정부는 표현의 자유 위축 논란을 의식해 &quot;행정기관이 직접 허위 여부를 재단하지 않는다&quot;고 선을 그었지만... 정부 설명에 따르면 네이버·카카오·구글(유튜브), 페이스북·엑스(X) 등 대형 플랫폼이 이용자 신고를 받으면...",irrelevant,네이버
"[네이버] [ 안개꽃님] 미국 주식으로 <b>상장</b><b>폐지</b>를 당하다ㅠㅠ 4월) <b>상장</b><b>폐지</b>를 당 했습니다ㅠㅠ 남 들이 주식으로 큰 돈을 벌었다는 말에, 나도 주식투자로 큰 돈을 벌어야지 하는 마음(탐욕)으로 무작정 주식투자를 시작한 저에게...",irrelevant,네이버
"[네이버] 스타벅스 4200억 선불금, 내 돈인데 100% 환불이 안 된다고? 이자 수익까지 올렸다는 점입니다. ​ 2. 전액 환불은 &#39;그림의 떡&#39;인 이유 <b>불매</b><b>운동</b>에 동참하기 위해 충전금을 빼고 싶어도, 현행 약관상 조건 없는 100% 환불은...큰 논란은 스타벅스가 수천억 원의 고객 돈을 보관하고 굴리면서도, <b>네이버</b>페이나 카카오페이 같은 전자금융거래법(전금법)의 ​선불업 규제를 받지 않는다는...",irrelevant,네이버
"[네이버] 네이버-국가평생교육진흥원, 시니어 맞춤형 'AI 교과서' 공동 제작 현대경제신문 최예헌 기자 | 네이버가 국가평생교육진흥원과 손잡고 시니어와 디지털 소외계층의 인공지능(AI)·디지털 활용 역량을 높이기 위한 교육 콘텐츠 개발에 나선다. 네이버는 국가평생교육진흥원과 업무협약을..",irrelevant,네이버
"[네이버] 진짜 네이버 세일 장난하는것도 아니고 어제 저녁에 269000원 + 네이버 현대카드 13000원 할인이길래
혹시나해서 자고 일어나서 결제해야지 했더니
279000원으로 상승하고
우리카드 8천원 할인으로 바뀜 ㅋㅋ
더러워서 안사야지
(사실 돈 없어서 안사)",relevant,네이버
"[네이버] 지금 네이버 라인 두번없는 기회 아닌가? 얘네 대표 지금 뭐하는거임?
얼른 공격적으로 퍼주기 마케팅 들어가라고!!",relevant,네이버
"[네이버] [칼럼]이재명,외교 왕따·경제는 노조에 팔아먹고... 의무&#39; <b>폐지</b> 사설 외부인에게 법관 인사 맡기고 사법부 독립 말할 수 있나 [사설] 권력 뜻 법관 인사, 내란 전담 재판부 모두 헌법 위반 [사설] &#39;52시간제 예외&#39; 뺀...",relevant,네이버
"[네이버] 혼다코리아, 서울 성수동에 직영 1호 '모터사이클 서비스센터' 열어 100% 예약제로 운영되며 네이버 예약 시스템을 통해 정비 시간을 예약하면 된다. 보증 수리 및 리콜 수리를 중점으로 일반 정비와 중정비 서비스를 제공한다. 혼다코리아는 성수 센터를 비롯해 등 전국 74곳에서...",irrelevant,네이버
"[네이버] 한성숙 총리 후보자, ‘제행무상’ 꺼내든 까닭은?…“변화 받아들이면... 후보자가 정보기술(IT) 기업 대표 출신인 점이 고스란히 드러나는 대목이라는 설명이다. 한 후보자는 네이버... 한 후보자가 중기부 장관직을 지내며 역점적으로 진행한 사업인 ‘모두의 창업’ 관련 개인정보 유출 사태도...",irrelevant,네이버
"[네이버] 2차 세계대전 동부전선 - 쿠르스크 전투시 독일, 소련... blog.<b>naver</b>.com 피해규모의 진실 몇몇 역사가들은 독일이 회복할 수 없는 피해를 입었으므로 치타델레작전을 전쟁의 전환점이었다고 한다. 소련측 기록에 의하면 국방군...",relevant,네이버
[네이버] '3일내 환불' 온라인몰 규정 있으나 마나...판매자 과실임에도 몇 달씩... # 환불 요청에 일주일 넘도록 차일피일 = 대구 북구에 사는 박 모(남)씨는 네이버쇼핑 입점 업체에서 구매한 상품이 설명과 달라 교환을 요청했으나 판매자 측은 연락이 없다가 뒤늦게 환불을 권유했다. 하지만 판매자는...,irrelevant,네이버
"[네이버] 상장 앞둔 스페이스X 호재 나왔다.. 구글에 47조원 GPU임대 상장 앞둔 스페이스X 호재 나왔다…구글에 47조원 GPU임대
2029년까지 데이터센터 임대 AI 클라우드 사업자로 변신 일론 머스크의 우주기업 스페이스X가 다음 주로 예정된 기업공개(IPO)를 앞두고 구글에 자신들의 AI 데이터센터를 클라우드 형태로 임대하는 계약을 체결했다.
https://n.news.naver.com/mnews/arti...
일론 머스크의 우주기업 스페이스X가 다음 주로 예정된 기업공개(IPO)를 앞두고 구글에 자신들의
AI
데이터센터를 클라우드 형태로 임대하는 계약을 체결했다.
5일(현지시간) 미국 증권거래위원",relevant,네이버
"[네이버] 알테오젠 주가, 8월 12일 장중 315,500원 3.66% 하락 |중앙이코노미뉴스 김영진 기자| 12일 오전 10시 50분 기준, 네이버페이 증권에 따르면 알테오젠은 현재 315,500원에 거래되며 지난 종가 327,500원 대비 3.66% 하락세를 보이고 있다. 출처=네이버페이증권..",irrelevant,네이버
"[네이버] [뉴공 아카이브]김대호 2분뉴스 기자, 김승현 김승현의논제 편집장, 박.. 그래서 굉장히 심각하죠.▷김대호 : 그리고 두 번째로 이것도 얘기해보고 싶었는데 네이버나 다음 뉴스 랭킹을 꽉 보면 뭐 장윤기 사건부터 부산 돌려차기 사건부터 해서 쫙 나오면서 대한민국의 경찰이 얼마나 불신이..",irrelevant,네이버
[네이버] [삼위일체역학 시리즈 #2] 삼위일체 하나님의 법도에.. [삼위일체역학 시리즈 #2] 삼위일체 하나님의 법도에 따른 삼위일체역학을 소개합니다 기본입자 마샬에 구현된 하나님의..,relevant,네이버
"[네이버] “국민이 수긍 할까” 전북소외론 논란을 의식한 메시지로 풀이된다. 빅터뉴스가 7월 16일부터 17일 오전 7시까지 '전북소외론'과 '이재명' 키워드로 관련기사를 집계한 결과 포털 네이버와 네이트를 기준으로 관련 기사는 모두 126개, 댓글...",irrelevant,네이버
[네이버] 6월9일은... 이번<b>주가</b> 다시 시장의 변곡점이 되고 있네요.. 지난 금요일 급락과 월요일 급락을...매도 거둬 들이고 선물매수하고 콜옵션까지 매수하면서 추가<b>하락</b>에 대한 헤지일지...,irrelevant,네이버
"[네이버] 네이버 웹툰 이딴거 뜨는거 최근에 로판 몇개 결제했다고 알고리즘 같은거 지랄난거임?
아니면 원래 저런거야?",relevant,네이버
"[네이버] 반복되는 <b>정보</b><b>유출</b> 사고, 결국엔 몸에 심는 칩이 대안이... 전에 | 예레미야 원문 http://blog.<b>naver</b>.com/esedae/224095063083 1신&gt;&gt;금융당국...금융감독원은 1일 쿠팡의 <b>개인</b><b>정보</b> <b>유출</b> 사고와 관련해 보이스피싱·스미싱 등...",irrelevant,네이버
[네이버] 여름 명품핏 반팔 크롭 여성정장 세트로 일상에서 느낀 편안함 ↓↓네이버 스토어 바로가기↓↓ 안녕하세요 여러분! 요즘 제가 가장 자주 입는 아이템을 소개해드리려고 해요. 바로 “여름 명품핏 반팔 크롭 여성정장 세트”랍니다. 이 제품을 꾸준히 써보니 정말..,irrelevant,네이버
"[네이버] 네이버 주가, 상승세... 두나무 자회사 편입 기대감에 '들썩' 사진= 연합뉴스 네이버 주가가 상승세를 그렸다. 26일 오후 3시 30분 KRX 기준 네이버는 전 거래일 대비 4.15... 다만 &quot;지분교환비율이 1대 3으로 성립될 경우 네이버파이낸셜에 대한 네이버 지분율이 하락해 추가증자나...",relevant,네이버
"[네이버] 대도약 3대 메가프로젝트, 철강 수요 회복에 긍정적 철강사들의 <b>주가</b> 대부분 상승 반면, 미국 철강사들은 큰 폭으로 <b>하락</b> ▶️ 주간 Issue &amp; Comment - 대한민국 대도약 3대 메가프로젝트, 철강 수요 회복에 긍정적...",irrelevant,네이버
"[네이버] &#39;김부장&#39; 드라마, K-액션 웹툰의 새로운 지평을 열다! 해외 팬 열광 이유 심층 분석 일으키다 <b>네이버</b> 웹툰 &#39;김부장&#39;이 동명의 SBS 금토 드라마로 성공적으로 재탄생하며 국내를 넘어 해외 팬들로부터 뜨거운 인기를 얻고 있습니다. 2026년 7월 현재, 웹툰 원작의 탄탄한 세계관과 드라마 각색의...",relevant,네이버
"[네이버] 지금 네이버건은 네이버가 가만히 안있을거 같음 네이버 api 탈취해서 신상정보 털었다니 뭐니 말이 많은데
이거 반은 맞고 반은 틀림
옛날에 네이버카페 이용해본 사람들은 알겠지만
예전에는 닉네임(아이디) 이런식으로 표기했었음
그래서 해당사람의 아이디를 알면
어느 카페에서 무슨글을 썼고 무슨카페에 가입했는지
""누구나"" 할수 있었음
그래서 당시에 신상털이가 좀 유행했었지.....
근데 이건 어디까지나 존1나 옛날 이야기임
그동안 개인정보법 개정되면서
저 기능은 사라지고
""닉네임""만 뜨도록 바꿔놨는데
근에 이게 api형태로 남아있다면
네이버가 원하든 원치않든 공개된이상....
네이버도",relevant,네이버
[SSG] ★★2026년01월 21일 주요신문 헤드라인★★ 15%↑·<b>SSG</b>닷컴 신규 방문자 330%↑...신선식품 중심 고객 이동 가속 ​ ☞국내 배터리 업체 실적 개선 한계…차세대 기술 확보해야...K배터리 주춤하지만 中 업체...포브스 “그린란드 우려 더 악화될 전망”...8만8000달러까지 추가 <b>하락</b> 가능성 제기 ​ ☞고환율에도 &#39;서학 개미&#39; 질주…미국 주식 보관액 250조원 돌파...,relevant,SSG
"[SSG] 창원엔씨파크 주차, 직관패키지, 무료셔틀버스, 시내버스할인 총정리 LG 트윈스라면 잠실종합운동장역 6-7번 출구에서 주말 오전 11시 출발이고, <b>SSG</b>는 인천 출발과 서울(잠실) 출발 두 가지 옵션이 있더라구요 ​ 20명 이상 모객이...점은 우천이나 현지 사정으로 경기가 취소되면 차량비를 제외한 금액만 <b>환불</b>돼요 이게 아쉬운 부분이라 저도 KTX랑 마지막까지 고민했었는데 결국 첫 창원...",irrelevant,SSG
"[SSG] &quot;고척發 6년 만의 굴욕&quot;...SSG 랜더스, '스타벅스 논란' 품고 광주로 광주 원정 중압감 최고조  프로야구 SSG 랜더스가 경기력 저하와 모기업 계열사발 외풍이라는 안팎의... 모기업인 신세계그룹은 대표 해임 등의 수습책을 내놓았으나 불매 운동과 머그컵, 텀블러 등 각종 굿즈 폐기...",relevant,SSG
"[SSG] 야구)지금까지 SSG랜더스를 사랑해주셔서 감사합니다 이 팀은 선발,2루수 ㅂㅅ팀에서
고명준 부상까지 겹쳐 타선도 ㅂㅅ이 됐습니다
걍 1,2,3번 볼넷 내보내도 뒤에서 막으시면 됩니다",irrelevant,SSG
"[SSG] 3위마저 위태로운 LG, 웰스 불펜 전환하고 박시원 선발 기용 2년 차 우완 박시원이 합류해 카라스코, 앤더스 톨허스트, 임찬규, 송승기, 박시원으로 구성된다. 염 감독은 8월 4일 SSG 랜더스전을 끝으로 두 선수에게 보직 변경을 통보했다고 밝혔다. [진병두 마니아타임즈..",irrelevant,SSG
[SSG] 야구) 7이닝만 봤는데 SSG 응원하는게 낫겠다 아니 왜 또 투타가 쌍으로 나락갔지?,irrelevant,SSG
"[SSG] 2026년 8월 11일 SSG 롯데 KBO 야구 분석 SSG SSG는 올 시즌 103경기에서 39승 4무 60패, 승률 0.394로 리그 9위에 자리하고 있습니다. 515득점에.. SSG 타선의 가장 뚜렷한 장점은 장타를 활용한 득점 생산입니다. 시즌 114홈런을 기록하고 있으며 최근..",irrelevant,SSG
"[SSG] 2026 KBO 시범경기 및 정규시즌 개막전 전체 일정 안내 vs <b>SSG</b> 잠실, 대전, 창원, 대구, 문학 💡 직관 전 체크리스트 잠실/창원/고척 구장 변수: 시범경기 기간 일부 구장 보수 공사로 인해 이천(두산 베어스 파크)이나 마산 구장에서 경기가 치러질 수 있으니 방문 전...",irrelevant,SSG
[SSG] 22일토욜 ssg랜더스좌석예매.. 22일 토욜 ssg랜더스필드 예매는 언제할수있나요? 우리랑 경기에 혹 테이블석 예매 할수있을까요? 야알못.. 이번엔 ssg는 아마도 마지막일듯해 불꽃놀이(?토욜마다 하나요?)할때라도 같이가보려구요! 일반회원은 더..,irrelevant,SSG
"[SSG] ssg랜더스 필드 / 푸빌라 피규어셑 판매합니다 상품 정보 더보기 〉 상품 정보 ssg랜더스 필드 / 푸빌라 피규어셑 판매합니다 19,000원 시세조회 결제 혜택.. 상세 ssg랜더스 푸빌라 피규어셑입니다 사진에 보이는데로 보내드립니다 장식장에 전시만 한거라 박스는..",irrelevant,SSG
"[SSG] 외국인 선수가 KBO리그 구단에 소송을 건다? 초유의 사태 벌어지나, 현실... 이 논란이 뒤늦게 불거졌다. 버하겐은 계약 후 곧바로 메디컬 테스트를 받을 예정이었다. 보통의 외국인 선수 입단 계약이 그렇다. 그러나 버하겐 개인 사정으로 메디컬 테스트를 뒤로 미뤘고, SSG는 이를 양해했다....",irrelevant,SSG
"[SSG] 8/12 KBO 경기 예측 인천 전장 | 롯데(나균안) vs SSG(김민준) 전황 분석: 랜더스필드라는 '홈런 공성전' 전장에서 벌어집니다. 롯데는 산전수전 겪은 나균안을, SSG는.. 승리 예측 (승패): 롯데 우세 (경험을 갖춘 나균안이 SSG 신예의 패기를..",irrelevant,SSG
[SSG] 헤드라인뉴스&이슈(26년8월12일) 한국 정치관련 주요뉴스/이슈 1. 북한의 미상 발사체 발사 및 한미 연합훈련(UFS) 긴장 고조 주요 뉴스: 북한이 이날 오전 동쪽 방향으로 미상 발사체를 발사했다고 합동참모본부가 밝혔습니다. 탄도미사일로..,irrelevant,SSG
"[SSG] 알칸타라보다 많이 던진 고교생 투수가 있다고? 106이닝 1497구 던진 김지... 2이닝 1825구 특히 2017년 김재균은 5일 동안 무려 437구를 던지는 초인적인 일정으로 당시 큰 논란이 됐다.... 충암고 출신 변시원과 김재균은 프로 무대에서 빛을 보지 못하고 유니폼을 벗었고, 이주형은 SSG...",irrelevant,SSG
"[SSG] “점심인데 텅텅”.. 스타벅스 <b>불매</b>운동 분위기 진짜 심상치 않다.. 이제 <b>SSG</b>랜더스까지 번졌다 논란이죠 😳 ​ 지금 분위기 보면 진짜 생각보다 훨씬 심각해진 느낌이더라구요! ​ 신세계가 단단히 잘못 건들이긴 했죠 ㅋㅋ ​ 특히 이번에는 단순 스타벅스 <b>불매</b>운동 수준이 아니라 신세계 그룹 전체, <b>SSG</b>랜더스까지 불똥이 튀고 있다는 점 때문에 파장이 엄청 커지고 있는 상황이에요~ ​ 심지어 SNS에서는 스타벅스 머그컵...",relevant,SSG
"[SSG] 6월 16일 프로야구 롯데 <b>SSG</b> 무료중계, 경기시간·선발투수·라인업 관전포인트 공식 플랫폼을 확인한다 모바일로 롯데 <b>SSG</b>전을 보려면 공식 스포츠 중계 플랫폼과 포털 경기 페이지를 우선 확인하는 것이 좋다. TVING KBO 일정 페이지에서는...것이 안전하다. 비공식 스트리밍 사이트는 가짜 재생 버튼, 악성 광고, <b>개인</b><b>정보</b> <b>유출</b> 위험이 있을 수 있으므로 공식 플랫폼을 이용하는 것이 좋다. ​ 선발...",irrelevant,SSG
"[SSG] [직관인증][올해 41번째 직관-8/18] 9회~하츄핑의 저주인가…야랄났다 9회 라이온즈파크 — SSG 공포특집 미노햄 생일축하 53,000안타 팡팡규~ 궁디팡팡! 페덱 홈런+퀄스 지찬이 3연속 20도루 ㅊㅋ 아부지 홈런에 2,700안타 4,600루타 미쳤다 근데… 9회 김사장님 뭐꾜 오태곤 대타..",irrelevant,SSG
"[SSG] &#34;포수 최초 350홈런&#34; 양준혁 넘어 통산 홈런 6위 눈앞, KBO 최초 4번째 FA 최정(<b>SSG</b>, 500홈런 이상), 이승엽(은퇴, 467홈런), 박병호(삼성, 418홈런), 최형우(KIA, 416홈런), 이대호(은퇴, 374홈런), 양준혁(은퇴, 351홈런)에 이은 순위인데요. 무엇보다 의미가 큰 것은, 포수 포지션에서는 강민호가 최초로 350홈런 고지에 도달했다는 점입니다. ​ 포수 중에서는 박경완 LG 트윈스 코치가 314...",irrelevant,SSG
"[SSG] <b>SSG</b> 에레디아 비하 논란, 김희연 아나운서가 결국 5일 만에 인정하고 사과한 &#39;이유&#39; 미소를 지으며 거절했지만, 이 장면은 삽시간에 퍼져나가며 &#39;인종차별&#39; 및 &#39;<b>갑질</b> 인터뷰&#39; 논란으로 번졌습니다. 팬들은 &#34;선수가 동물이냐&#34;, &#34;서커스 단원 대하듯...반성하고 후회했다&#34;고 전하며, 특히 상처를 입었을 에레디아 선수와 <b>SSG</b> 랜더스 구단 관계자, 그리고 팬들에게 거듭 사과의 뜻을 밝혔습니다. 앞으로 더욱...",irrelevant,SSG
"[SSG] 야구) 예상한것처럼 김재환이 SSG 갔네 나는 개인적으로 최형우 놓친 기아가 패닉바잉으로 김재환이라도 영입할 줄 알았는데, 일말의 양심은 있는지 그러진 않았네.
사람들 예상대로 SSG가 유력해 보였고 그렇게 된 거 같네. 이제 그렇다면 조상우, 김범수, 손아섭 이렇게 남은건가?
손아섭은 한화하고 협상이 잘 안된다는 말이 있던데.",irrelevant,SSG
"[SSG] &quot;혹한기 끝나나&quot;…편의점·마트업계, 올 2분기 실적 '청신호' 금융권은 공통적으로 이번 2분기 실적에 지난 5·18 민주화운동 기념일 당시 불거졌던 '탱크데이' 논란에... 또한 SSG닷컴과 G마켓의 영업 손실 축소도 이와 같은 결과에 힘을 더하는 요인으로 거론됐다. 업계에서는...",relevant,SSG
"[SSG] 정보보호업계, AI·제로트러스트 시대 겨냥 금융보안 솔루션 제시 오펜은 공격표면관리 서비스(ASM)와 서비스형 모의해킹(PTaaS)을 통합해 구독형으로 제공하는 플랫폼이다.... ◆수산아이앤티, N2SF 대응 SaaS 보안 통제 솔루션 '이워커 SSG' 선보여 수산아이앤티는 업무용 SaaS 보안 통제...",irrelevant,SSG
"[SSG] Baseball transaction foiled due to league's oversight 2 2/3 innings in his most recent game on Aug. 4, when he was charged with two earned runs against the SSG Landers. The Twins yanked him during the fourth inning for Park Si-won, and Twins manager..",irrelevant,SSG
"[SSG] 오늘 기아랑 SSG 경기를 AI 짱구 캐릭으로 요약 기아 : 유리
SSG : 용숙이(붉은장미 삼총사 리더인 애)
SSG는 그래도 지지는 않고 무승부라 다행이고
기아는 끝내기가 호수비에 막힌 것에 충격...",irrelevant,SSG
[SSG] 프랜차이즈 뉴스 | 2026년 1월 4주차 브리핑 업계 <b>집단소송</b> 움직임 차액가맹금이 계약서에 명시돼 있지 않았다면 부당 이득으로 볼 수 있다는 취지의 대법원 판결이 나오면서 후폭풍이 불고 있다. 대법원 판단을 기반으로 가맹점 www.kmib.co.kr ​ 2 흑백요리사 맛집? 두쫀쿠 득템 카페?…블로그 대신 &#39;이곳&#39;에 있다 #네이버지도 #저장리스트 #로컬정보 #MZ세대...,irrelevant,SSG
[SSG] SSG) ㅇㅇㄱ 얘두라 다이소에서 파는 후시덤 비비 크림 조타 그 시리즈가 다 좋다. 나 심한 수부지라 후시덤 라인 사봤는데 존굿이야~~ 수분크림 리페어 크림 비비크림 샀는데 좋음 ദ്ദി૮₍⸝⸝ʚ̴̶̷ ᴥ ʚ̴̶̷⸝⸝‬₎ა 바이럴이면 내가 오늘부터 랜디할게.,irrelevant,SSG
"[SSG] &#39;최강야구&#39; 130회 독립리그 대표팀, 벼랑 끝에서 던지는 투구…진현우 &#34;은퇴 결심&#34; 하나였다. <b>SSG</b> 랜더스 출신 포수 박제범은 &#34;반드시 프로 구단에 재입단하고 싶다&#34;는 간절한 소망을 피력했고, &#39;독립의 선동열&#39;로 불리는 투수 최종완은 &#34;어린 시절부터 품어온 꿈은 한국시리즈 선발 투수로...",irrelevant,SSG
[SSG] 탈쿠팡족 어디로? 컬리 MAU 34% 폭등 vs 쓱닷컴 330% 급증의 실체 이커머스 춘추전국시대와 소비자 신뢰의 가치 ​ ​ 최근 이커머스 업계의 가장 큰 화두는 단연 &#39;쿠팡 보이콧&#39;과 그에 따른 &#39;이커머스 지각변동&#39;입니다. ​ ​ ​ ​ <b>개인</b><b>정보</b> <b>유출</b> 논란으로 실망한 소비자들이 대거 이동하면서 컬리와 <b>SSG</b>닷컴이 역대급 성과를 기록하고 있는데요. 전문 블로거 필요쌤이 현재 유통업계의 뜨거운...,relevant,SSG
"[SSG] '10승 고지' KIA 올러 ""지난해보다 더 많은 승리 쌓을 것"" 지난달 16일 문학 SSG전에서 4.1이닝 3실점, 광주 한화전에서 5이닝 4실점을 당했고 지난달 30일에는 대구 삼성전에서 무려 1이닝 8실점을 당하며 완전히 다른 모습이 됐다. 하지만 오히려 올러에게 커다란 자극제로 작용하며..",irrelevant,SSG
"[SSG] SSG닷컴, 이마트와 손잡고 신선식품 최대 반값 할인 진행 신선보장제도는 신선도에 불만족 시 쓱닷컴 앱에 상품 사진을 찍어서 올리면 조건 없이 즉시 환불되는 서비스다. 김현성 SSG닷컴 영업1담당은 &quot;이마트와 시너지를 통해 상품·가격·배송 등 핵심 경쟁력 강화에...",relevant,SSG
[SSG] 유통 전쟁 2라운드…쿠팡의 ‘철옹성’ vs 초연결 ‘동맹군’ 알고리즘 <b>논란</b> 등 이른바 ‘쿠팡 리스크’가 업계 전반을 강타하며 독주 체제에 균열이 생길 것이라는 관측이 지배적이었다. 하지만 결과는 정반대였다. 쿠팡은 2025년 3분기 누적 매출 36조 원을 돌파하며 역대...,irrelevant,SSG
[SSG] '탈팡 사태'에 물류업 경쟁 재점화…CJ·한진 &quot;주7일 배송&quot; VS 쿠팡 &quot;올해... 쿠팡의 대규모 개인정보 유출 사태 이후 이른바 탈팡 현상이 현실화되면서 국내 이커머스와 물류 시장의 지형이 바뀌고 있다. 쿠팡 이용자 수와 결제액이 동반 감소하는 동안 네이버·G마켓·SSG닷컴 등 경쟁 플랫폼으로...,irrelevant,SSG
[SSG] 신세계(이마트)상품권 싸게 구매하는 방법 이마트·트레이더스·SSG.COM·스타벅스 등 주요 이마트 계열에서 15% 결제일 할인을 제공하는.. 신세계상품권 → SSG MONEY 활용 상품권을 이마트뿐 아니라 SSG.COM 등에서 활용할 생각이라면 SSG MONEY 전환 가능..,irrelevant,SSG
"[SSG] 형지엘리트 왜 상승할까? 또한 <b>SSG</b>랜더스, 한화이글스, LG트윈스 등 프로야구단 사업 확대, 롯데자이언츠 스폰서, FC바르셀로나 파트너십, HLE e스포츠 계약 등이 매출 증가 요인으로...시장에서 다시 평가받을 가능성이 커집니다. 형지엘리트의 경우 아직 <b>주가</b>가 안정적인 우상향 추세라고 말하기는 어렵지만, 스포츠 상품화 사업이 실제 매출...",irrelevant,SSG
"[SSG] &quot;탈팡 가시화&quot; 쿠팡 경쟁사들, 이용자 역대 '최대' … 쿠팡은 눈물의 '인... 쿠팡의 대규모 개인 정보 유출 사고 이후 '탈팡(쿠팡 탈퇴)' 흐름이 가시화하면서 이커머스 업계 판도에... SSG닷컴의 성장세도 매섭다. 이달 1일부터 15일까지 쓱닷컴의 일평균 신규 방문자 수는 지난해 같은 기간보다...",relevant,SSG
"[SSG] 롯데 김한결 대체 선발, 1군 데뷔가 선발이었다…150km 투심에 가능성.. 8월 12일 SSG전을 앞두고 선발 예정이었던 나균안이 목 담 증세로 등판하지 못하면서 신인 김한결이.. 롯데가 SSG에 1-9로 패하면서 김한결도 패전투수가 됐지만 내용에는 눈에 띄는 부분이 있었습니다. 특히..",irrelevant,SSG
[SSG] “빨간 유니폼이 처음이라”…김재환의 SSG 적응기 지난해 지독한 타격 부진을 겪은 SSG도 김재환을 두 팔 벌려 환영했다. 프랜차이즈 스타의 이적은 늘 충격적인 일이지만 그 과정에서 불거진 FA 보상 제도 무력화 논란은 이번 겨울 야구계를 뜨겁게 달궜다. 어느덧 겨울이...,irrelevant,SSG
[SSG] (뉴스요약) 12월 10일 경제 뉴스 요약 및 주요 이슈 현지에서 <b>집단소송</b>에 시달리거나 규제가 더 빡빡해지는 점들을 감안해야 함 . 현재 하이닉스가 보유한 자사주(10조 원 규모)는 넓은 미국 땅에서 중형주 수준밖에 안 됨 . 진정한 기업 가치 재고를 위해서는 자사주를 조금 더 많이 매입하여 ADR을 발행할 필요가 있다는 의견도 있음 . 주가 및 공시 현황: 어제 주가는...,irrelevant,SSG
"[SSG] [코스맥스(주) 연혁과 역사] 1992년 11월12일 (주)한국미로토 설립 - EVOLOG - Corporate History... 코스맥스-<b>SSG</b>닷컴, ‘신진 K-뷰티 브랜드 발굴 및 육성’을 위한 업무협약(MOU) 체결 [유망 뷰티 인디사 육성] 2024년 (12월) 스마트팜 기술을 활용하여 천연 비타민 함량을 높인 병풀의 추출물을 함유하는...",relevant,SSG
[SSG] 8/20(목)Ssg경기 3-9구역 10열.9열대각선 2자리 양도합니다 연석 아닙니다 앞뒤대각선 2자리입니다 양도 후기적어주실분 공식적인 취소만 환불됩니다 32.000원입니다,irrelevant,SSG
[SSG] 배송·멤버십 개편 적중…SSG닷컴 장보기 매출 '쑥' SSG닷컴이 '온라인 장보기' 시장에서 존재감을 키우고 있다. 이마트 점포망을 활용한 배송 체계를 고도화하고 유료 멤버십 혜택을 강화하면서 그로서리 사업 지표가 뚜렷한 상승세를 보이고 있다. SSG닷컴의 온라인..,relevant,SSG
[SSG] &#34;정용진 회장 보수 58억원의 비밀&#34; 이마트 ‘반전 실적’이 쏘아 올린 보상인가 특혜인가 <b>주가</b> <b>하락</b>의 리스크를 감내해야 하는 구조는 형평성 논란을 피하기 어렵다. 주주 가치 제고라는 측면에서 볼 때 경영진의 보수가 오너의 지위가 아닌 시장의 객관적인 <b>주가</b> 수익률과 더욱 긴밀하게 연동되어야...,relevant,SSG
